date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:50	45221/45221	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:17:48%20GMT	http://localhost:8080/en/our-blogs/?page=2	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/index4658.html	(from http://localhost:8080/en/our-blogs/)
21:17:52	17427/17427	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2006:42:50%20GMT	http://localhost:8080/media/images/images.2e16d0ba.fill-140x60.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/images.2e16d0ba.fill-140x60.png	(from http://localhost:8080/en/our-blogs/)
21:17:52	575138/575138	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2004:04:38%20GMT	http://localhost:8080/media/images/Dental-Restoration.2e16d0ba.fill-900x400.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/Dental-Restoration.2e16d0ba.fill-900x400.png	(from http://localhost:8080/en/our-blogs/)
21:17:52	44683/44683	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:17:50%20GMT	http://localhost:8080/en/our-blogs/?page=3	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/index9ba9.html	(from http://localhost:8080/en/our-blogs/)
21:17:54	3238/3238	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:42:50%20GMT	http://localhost:8080/media/images/c40f50e26ad1c0c2fce5bb6598f5a4a6.0f651141.fill-140x60.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/c40f50e26ad1c0c2fce5bb6598f5a4a6.0f651141.fill-140x60.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:54	3707/3707	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:42:50%20GMT	http://localhost:8080/media/images/f56e9c0ad4219a4b93df93b42824d607.0e22b5aa.fill-140x60.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/f56e9c0ad4219a4b93df93b42824d607.0e22b5aa.fill-140x60.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:55	4268/4268	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:42:50%20GMT	http://localhost:8080/media/images/4.45def147.fill-140x60.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/4.45def147.fill-140x60.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:56	13807/13807	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2006:42:50%20GMT	http://localhost:8080/media/images/dental_implants_blog_1.2e16d0ba.fill-140x60.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/dental_implants_blog_1.2e16d0ba.fill-140x60.png	(from http://localhost:8080/en/our-blogs/)
21:17:57	2638/2638	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:42:50%20GMT	http://localhost:8080/media/images/141fbd7b542ae23e7090fac8cbb8ba9e.2e16d0ba.fill-140x60.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/141fbd7b542ae23e7090fac8cbb8ba9e.2e16d0ba.fill-140x60.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:58	3155/3155	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:38:29%20GMT	http://localhost:8080/media/images/485940c5b787625474f79ca1f1d0cbfb_T.2e16d0ba.fill-120x120.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/485940c5b787625474f79ca1f1d0cbfb_T.2e16d0ba.fill-120x120.jpg	(from http://localhost:8080/en/our-blogs/)
21:18:00	4613/4613	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:38:29%20GMT	http://localhost:8080/media/images/71ba9098c7dffc2c75ec79fa470b2007.2e16d0ba.fill-120x120.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/71ba9098c7dffc2c75ec79fa470b2007.2e16d0ba.fill-120x120.jpg	(from http://localhost:8080/en/our-blogs/)
21:18:02	27746/27746	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2006:38:29%20GMT	http://localhost:8080/media/images/Dental-Restoration.2e16d0ba.fill-120x120.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/Dental-Restoration.2e16d0ba.fill-120x120.png	(from http://localhost:8080/en/our-blogs/)
21:18:02	4509/4509	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:38:29%20GMT	http://localhost:8080/media/images/e9e6f7e029e24a3be8ca254aba620592_m.8b9d1190.fill-120x120.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/e9e6f7e029e24a3be8ca254aba620592_m.8b9d1190.fill-120x120.jpg	(from http://localhost:8080/en/our-blogs/)
21:18:04	25269/25269	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2006:38:29%20GMT	http://localhost:8080/media/images/images.2e16d0ba.fill-120x120.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/images.2e16d0ba.fill-120x120.png	(from http://localhost:8080/en/our-blogs/)
21:18:04	4109/4109	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:38:29%20GMT	http://localhost:8080/media/images/c40f50e26ad1c0c2fce5bb6598f5a4a6.0f651141.fill-120x120.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/c40f50e26ad1c0c2fce5bb6598f5a4a6.0f651141.fill-120x120.jpg	(from http://localhost:8080/en/our-blogs/)
21:18:06	5636/5636	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:38:29%20GMT	http://localhost:8080/media/images/f56e9c0ad4219a4b93df93b42824d607.0e22b5aa.fill-120x120.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/f56e9c0ad4219a4b93df93b42824d607.0e22b5aa.fill-120x120.jpg	(from http://localhost:8080/en/our-blogs/)
21:18:06	5919/5919	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:38:30%20GMT	http://localhost:8080/media/images/4.45def147.fill-120x120.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/4.45def147.fill-120x120.jpg	(from http://localhost:8080/en/our-blogs/)
21:18:08	16206/16206	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2006:38:30%20GMT	http://localhost:8080/media/images/dental_implants_blog_1.2e16d0ba.fill-120x120.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/dental_implants_blog_1.2e16d0ba.fill-120x120.png	(from http://localhost:8080/en/our-blogs/)
21:18:08	3871/3871	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:38:30%20GMT	http://localhost:8080/media/images/141fbd7b542ae23e7090fac8cbb8ba9e.2e16d0ba.fill-120x120.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/141fbd7b542ae23e7090fac8cbb8ba9e.2e16d0ba.fill-120x120.jpg	(from http://localhost:8080/en/our-blogs/)
21:18:08	5409/5409	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:08%20GMT	http://localhost:8080/en/our-blogs/js/vendor/jquery-1.11.2.min.js	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/js/vendor/jquery-1.11.2.min.42.delayed	(from http://localhost:8080/en/our-blogs/)
21:18:12	2725/2725	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:10%20GMT	http://localhost:8080/documents/1/wisdar-emp.online	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/documents/1/wisdar-emp.44.delayed	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:14	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:13%20GMT	http://localhost:8080/our-blogs/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/our-blogs/index.html	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:14	5442/5442	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:12%20GMT	http://localhost:8080/en/our-blogs/dental-in-turkey/img/latest_gallery_1.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-in-turkey/img/latest_gallery_1.45.delayed	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:16	5442/5442	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:14%20GMT	http://localhost:8080/en/our-blogs/dental-in-turkey/img/latest_gallery_2.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-in-turkey/img/latest_gallery_2.46.delayed	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:18	5442/5442	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:16%20GMT	http://localhost:8080/en/our-blogs/dental-in-turkey/img/latest_gallery_3.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-in-turkey/img/latest_gallery_3.47.delayed	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:20	246479/246479	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2007:08:56%20GMT	http://localhost:8080/media/images/dental_implants_blog_2.2e16d0ba.fill-765x325.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/dental_implants_blog_2.2e16d0ba.fill-765x325.png	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:20	5442/5442	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:18%20GMT	http://localhost:8080/en/our-blogs/dental-in-turkey/img/latest_gallery_4.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-in-turkey/img/latest_gallery_4.48.delayed	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:22	5442/5442	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:20%20GMT	http://localhost:8080/en/our-blogs/dental-in-turkey/img/latest_gallery_5.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-in-turkey/img/latest_gallery_5.49.delayed	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:24	5442/5442	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:22%20GMT	http://localhost:8080/en/our-blogs/dental-in-turkey/img/latest_gallery_6.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-in-turkey/img/latest_gallery_6.4a.delayed	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:26	5442/5442	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:24%20GMT	http://localhost:8080/en/our-blogs/dental-in-turkey/img/latest_gallery_7.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-in-turkey/img/latest_gallery_7.4b.delayed	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:28	5442/5442	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:26%20GMT	http://localhost:8080/en/our-blogs/dental-in-turkey/img/latest_gallery_8.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-in-turkey/img/latest_gallery_8.4c.delayed	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:30	5460/5460	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:28%20GMT	http://localhost:8080/en/our-blogs/dental-in-turkey/js/vendor/jquery-1.11.2.min.js	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-in-turkey/js/vendor/jquery-1.11.2.min.4d.delayed	(from http://localhost:8080/en/our-blogs/dental-in-turkey/)
21:18:34	25610/25610	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2018:13:44%20GMT	http://localhost:8080/media/images/f4af3577e597f6bd89ac19d04e9cfd6d.2e16d0ba.fill-765x325.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/f4af3577e597f6bd89ac19d04e9cfd6d.2e16d0ba.fill-765x325.jpg	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:34	19967/19967	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:18:33%20GMT	http://localhost:8080/en/our-blogs/?tag=dental-implant	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/indexffbb.html	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:34	5490/5490	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:32%20GMT	http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_1.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_1.4f.delayed	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:34	16748/16748	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:18:34%20GMT	http://localhost:8080/en/our-blogs/?tag=dentist-clinic	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/index1ca1.html	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:36	5490/5490	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:35%20GMT	http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_2.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_2.50.delayed	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:38	5490/5490	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:36%20GMT	http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_3.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_3.51.delayed	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:40	5490/5490	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:38%20GMT	http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_4.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_4.52.delayed	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:42	5490/5490	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:40%20GMT	http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_5.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_5.53.delayed	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:44	5490/5490	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:42%20GMT	http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_6.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_6.54.delayed	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:46	5490/5490	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:44%20GMT	http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_7.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_7.55.delayed	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:48	5490/5490	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:46%20GMT	http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_8.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentists-clinic-turkey-en/img/latest_gallery_8.56.delayed	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:50	5508/5508	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:48%20GMT	http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/js/vendor/jquery-1.11.2.min.js	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentists-clinic-turkey-en/js/vendor/jquery-1.11.2.min.57.delayed	(from http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/)
21:18:52	94365/94365	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2030%20Sep%202024%2018:18:50%20GMT	http://localhost:8080/en/our-blogs/dental-tourism-aftercare-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-tourism-aftercare-turkey/index.html	(from http://localhost:8080/en/)
21:18:54	22399/22399	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2017:49:11%20GMT	http://localhost:8080/media/images/52226f70742f587faac389641e9baf9f.2e16d0ba.fill-765x325.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/52226f70742f587faac389641e9baf9f.2e16d0ba.fill-765x325.jpg	(from http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/)
21:18:54	5499/5499	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:52%20GMT	http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_1.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_1.59.delayed	(from http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/)
21:18:56	5499/5499	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:54%20GMT	http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_2.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_2.5a.delayed	(from http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/)
21:18:58	5499/5499	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:56%20GMT	http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_3.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_3.5b.delayed	(from http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/)
21:19:00	5499/5499	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:18:58%20GMT	http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_4.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_4.5c.delayed	(from http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/)
21:19:02	5499/5499	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:00%20GMT	http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_5.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_5.5d.delayed	(from http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/)
21:19:04	5499/5499	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:02%20GMT	http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_6.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_6.5e.delayed	(from http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/)
21:19:06	5499/5499	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:04%20GMT	http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_7.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_7.5f.delayed	(from http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/)
21:19:08	5499/5499	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:06%20GMT	http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_8.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/language-barrier-dental-care-turkey/img/latest_gallery_8.60.delayed	(from http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/)
21:19:10	5517/5517	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:08%20GMT	http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/js/vendor/jquery-1.11.2.min.js	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/language-barrier-dental-care-turkey/js/vendor/jquery-1.11.2.min.61.delayed	(from http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/)
21:19:14	46027/46027	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2017:49:11%20GMT	http://localhost:8080/media/images/1e9fc16ce564fc4bd8f74c2648e46b13.7b4f7a26.fill-765x325.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/1e9fc16ce564fc4bd8f74c2648e46b13.7b4f7a26.fill-765x325.jpg	(from http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/)
21:19:14	5514/5514	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:12%20GMT	http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_1.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_1.63.delayed	(from http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/)
21:19:16	5514/5514	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:14%20GMT	http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_2.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_2.64.delayed	(from http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/)
21:19:18	5514/5514	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:16%20GMT	http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_3.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_3.65.delayed	(from http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/)
21:19:20	5514/5514	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:18%20GMT	http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_4.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_4.66.delayed	(from http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/)
21:19:22	5514/5514	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:20%20GMT	http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_5.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_5.67.delayed	(from http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/)
21:19:24	5514/5514	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:22%20GMT	http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_6.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_6.68.delayed	(from http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/)
21:19:26	5514/5514	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:24%20GMT	http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_7.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_7.69.delayed	(from http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/)
21:19:28	5514/5514	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:26%20GMT	http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_8.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/combine-dental-treatment-vacation-turkey/img/latest_gallery_8.6a.delayed	(from http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/)
21:19:30	5532/5532	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:28%20GMT	http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/js/vendor/jquery-1.11.2.min.js	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/combine-dental-treatment-vacation-turkey/js/vendor/jquery-1.11.2.min.6b.delayed	(from http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/)
21:19:34	46838/46838	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2018:13:44%20GMT	http://localhost:8080/media/images/f56e9c0ad4219a4b93df93b42824d607.0e22b5aa.fill-765x325.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/f56e9c0ad4219a4b93df93b42824d607.0e22b5aa.fill-765x325.jpg	(from http://localhost:8080/en/our-blogs/dental-materials-equipment-turkey/)
21:19:34	5493/5493	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:19:32%20GMT	http://localhost:8080/en/our-blogs/dental-materials-equipment-turkey/img/latest_gallery_1.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-materials-equipment-turkey/img/latest_gallery_1.6d.delayed	(from http://localhost:8080/en/our-blogs/dental-materials-equipment-turkey/)
